tweet_id,kurdish_tweets,sentiment,author,content,tweets,kurdish_sentiments
1751786631,ماڵ بە تەنیا... خۆشە زۆر خۆشە!!,happiness,misspatron,alone @ home... nice  very nice!!,alone home... nice very nice!!,بەختەوەر
1751786651,خخخخ، ئیبەی؟ تۆ ئێستا پێدەکەنیت...juuuuuust چاوەڕوان بە.,neutral,SoFloBoJo,"@willemss Lol, eBay? You laugh now...juuuuuust wait.","Lol, eBay? You laugh now...juuuuuust wait.",ئاسایی
1751786750,"هاها!!! کۆرن کۆمیدییە!! ugh... ئەگەر هەر بیرەیەکی 10 دۆلاری تر بخۆمەوە , من دەچم... قەڵەو دەبم! :/",surprise,jessLove311,"Haha!!! Korn is FUNNY!!  ugh... If I drink any more $10 beers , I'm going to... Get fat! :/","Haha!!! Korn is FUNNY!! ugh... If I drink any more $10 beers , I'm going to... Get fat! :/",سوپرایز
1751818251,هێی، بەخێربێن بۆ تویتەر,neutral,Bani,"@SaundraYee hey, welcome to Twitter","hey, welcome to Twitter",ئاسایی
1751818274,بەدڵنیاییەوە! تۆ و هاوسەرەکەت وەک پشیلەیەکی فێنک دەردەکەون.,happiness,bekalowe,@Claymoore for sure! You and your wife seem like cool cats.,for sure! You and your wife seem like cool cats.,بەختەوەر
1751818343,diiinner ئەو sooo سارد ڕاست لێرە D:,worry,hiithurshawn,diiinner  its sooo cold right here D:,diiinner its sooo cold right here D:,نیگەران
1751818347,ڕوخساری تۆش هەروا,neutral,soashleysaid,So's your face,So's your face,ئاسایی
1751818440,تازە لینکی FC ی بۆ ناردویت کۆرتنی!,surprise,merderfan89,"@MerDerNeverOver just sent you the FC link, Courtney!","just sent you the FC link, Courtney!",سوپرایز
1751818443,ئەوەش هۆکارێکە بۆ ئەوەی ئۆڤی تیپی یەک پیاوە و کاتێک هایلایتەکانی پێنس پیشان دەدەن، ئەوە کۆی گشتییە چونکە زیاتر لە 1 سوپەرستارمان هەیە,relief,SKILLETfan01,"@kakakatey That's cause Ovie is the one man team and when they show Pens highlights, it's the whole because we have more than 1 superstar","That's cause Ovie is the one man team and when they show Pens highlights, it's the whole because we have more than 1 superstar",ئارام
1751818449,خخخخ ئێستا پێرێز چی گوت؟؟ تکایە وا لە من مەکەن لە ڕاستیدا بچم سەیر بکەم,worry,luvlyssa,@tiffrobyn lol what did Perez say now?? please don't make me actually go look,lol what did Perez say now?? please don't make me actually go look,نیگەران
1751818450,سوپاس. ڕۆژی دایکتان پیرۆز بێت بۆ دایکت بە هەمان شێوە.,love,twistedsunshine,@manoyjoe: thanks. happy mother's day to your mom as well.,thanks. happy mother's day to your mom as well.,خۆشەویستی
1751818472,دواجار هاوین هاتە ئاراوە! دەرچوون لە هەفتەیەکدا!,relief,KristenSibbitt,Summer is finally here! Graduation in a week!,Summer is finally here! Graduation in a week!,ئارام
1751818538,لەگەڵ ژووردارەکاندا کۆدەبێتەوە. من ئەو ٤ بەڕێزەم زۆر خۆشدەوێت کە لەگەڵیان دەژیم. کەسانی گەورە و قسەیەکی خۆش لەکاتی گفتوگۆکردن لەسەر بابەتی کوڕان!!,happiness,allisonzayne,is hanging out with the roomies. I adore the 4 gentlemen I live with. Great people and a good talk when discussing boy issues!!,is hanging out with the roomies. I adore the 4 gentlemen I live with. Great people and a good talk when discussing boy issues!!,بەختەوەر
1751818540,بەڵێ u do suck، بەڵام....... هەر 1ێک ناتوانێت مژینی &amp; هێشتا جوان دەردەکەویت وەک ئەوەی تۆ دەیکەیت,empty,KROB614,"@Lyricist_Juice yeah u do suck, but....... every 1 can't suck &amp; still look BEAUTIFUL like u do","yeah u do suck, but....... every 1 can't suck &amp; still look BEAUTIFUL like u do",بەتاڵ
1751818638,واو! من ئەپی نوێی تویتەرم خۆشدەوێت! ئەوەندە شتی نوێ بۆ ئەنجامدان. تازە تەواو بووم لە سەیرکردنی ڤیدیۆی Jon4Lakers لەسەر ئەمە و باش بوو.,happiness,_JLovell_,woah! I Love the new twitter app! So many new things to do. just got finished watching Jon4Lakers video on this and it was good.,woah! I Love the new twitter app! So many new things to do. just got finished watching Jon4Lakers video on this and it was good.,بەختەوەر
1751818698,هێی دەیڤد، تۆ گەرمیت,neutral,ashleybbyx,"@David_Henrie hey david, you're hot","hey david, you're hot",ئاسایی
1751818703,لە ئاهەنگی سوپرایزدا کاتێکی خۆشم بەسەر برد! ئێمە باشمان دەستکەوت!,surprise,poeticstarlet94,I had a great time at the surprise party! We got him good!,I had a great time at the surprise party! We got him good!,سوپرایز
1751818775,چ خۆشە! لەلایەن بۆتێکەوە ڕیتویتم کرا,happiness,mkoper,what fun!  I got retweeted by a bot,what fun! I got retweeted by a bot,بەختەوەر
1751818788,ئەگەر بتەوێت دەتوانم ئەو سناپە ناشرینانەتان بۆ بنێرم کە لە کاتی هەمان وێنەگرتندا گیراوە,neutral,DJFruitLoops,@PerezHilton if u want i can send you the naughty snaps taken during teh same shoot,if u want i can send you the naughty snaps taken during teh same shoot,ئاسایی
1751818797,خخخ بەڵام tiz گۆرانییەکی باشە,happiness,annie_silly,@e__O lol but tiz a good song,lol but tiz a good song,بەختەوەر
1751818819,گەشتی ئەستێرەکان کاتێکی خۆش بوو.,happiness,megrey80,Star trek was good times.,Star trek was good times.,بەختەوەر
1751818823,خەزانە ناو جێگاکە زۆر دڵخۆش بوو کە پێنگوینەکان ئەمشەو سەرکەوتنیان بەدەستهێنا,happiness,xjezzebelle,Crawling into bed super happy that the Penguins won tonight,Crawling into bed super happy that the Penguins won tonight,بەختەوەر
1751818835,جەستن تیمبەرلێک زۆر کۆمیدییە!!,fun,anasmiles,@arielle_marie Justin Timberlake is sooo funny!!,Justin Timberlake is sooo funny!!,خۆشی
1751818845,قۆناغی دووەم سەرکەوتوو بوو. خۆدۆزینەوە زۆر گرنگە. قۆناغی سێیەم تەنها چەند خولەکێک ماوە. کوول &amp; منداڵێکی کلاسیک! هاوار بکە 2 &quot;D&quot; بەڵێ مانێ!,relief,musicenthusiast,Phase 2 was a success. Self discovery is vital. Phase 3 is only mins away. Cool &amp; Classy baby! Shout out 2 &quot;D&quot; yeah mane!,Phase 2 was a success. Self discovery is vital. Phase 3 is only mins away. Cool &amp; Classy baby! Shout out 2 &quot;D&quot; yeah mane!,ئارام
1751818852,ئای ئەوە کاتێک بوو کە چووە خوارەوە بۆ ناو خەڵکەکە...چۆن ئیپیکی دۆد,surprise,deighe_d,@theevilgumby oh that was when he went down to the crowd...how epic dude,oh that was when he went down to the crowd...how epic dude,سوپرایز
1751818863,ماڵپەڕە نوێیەکە خۆشبوێت,happiness,an0nymouz,@jtimberlake love the new website,love the new website,بەختەوەر
1751818865,دۆست تۆ زۆر نایابیت,happiness,LeonTai,@Dynamomagician Dude you are awesome,Dude you are awesome,بەختەوەر
1751818871,بڕۆ پێنس بڕۆ، جینۆ بۆ قەڵەمەکان دەیباتەوە,happiness,TheRealDJames,"@penguinsnews Go Pens go, Gino Wins it for the Pens","Go Pens go, Gino Wins it for the Pens",بەختەوەر
1751818876,تەنها لێرە دابنیشن و گوێ لە مۆسیقا بگرن. فۆڵۆوم بکەن؟,neutral,UmmRawrr,Just sittin here listenin to music.  Follow Me?,Just sittin here listenin to music. Follow Me?,ئاسایی
1751818929,ئێوە ٢ زۆر سەرنجڕاکێشن... بە شێوەیەکی باش..,neutral,s0l_uk,@sally_anne85 @CinnamonCloud you 2 are very interesting... in a good way..,you 2 are very interesting... in a good way..,ئاسایی
1751818943,ئێوارەخوانی ڕۆژی دایک زۆر نایاب بوو - ناتوانم لە تاکۆ لۆکۆ بباتەوە - کاتە خۆشەکان,love,lisamusic2000,Mom's day dinner was awesome -  can't beat a taco loco - good times,Mom's day dinner was awesome - can't beat a taco loco - good times,خۆشەویستی
1751818944,زۆر پەرۆشم بۆ تۆ و پاریس ئۆه لالا من بەوپەڕی خۆشحاڵییەوە چاوەڕێی ناسینی تۆم بۆ ماوەیەکی زۆر خۆشەویست ! باوەشکردن n ماچکردن g,happiness,Gayatri,@ayanakamura0428 so excited for you and Paris ooh lala  i look forward to knowing you a long long time lovely ! hugs n kisses g,so excited for you and Paris ooh lala i look forward to knowing you a long long time lovely ! hugs n kisses g,بەختەوەر
1751818955,&lt;3C.B|| سبەی ڕۆژی دایکان,neutral,CBCanadaSupport,&lt;3C.B|| Mothers day tomorrow,&lt;3C.B|| Mothers day tomorrow,ئاسایی
1751818956,"ئەمڕۆ زۆر خۆش بوو. من خێزانەکەمم خۆشدەوێت ,سامی هێرناندێز و کایتلین هیوز. شەو شاد!",worry,ayesiobhan,"today was alot of fun. i love my family ,sammy hernandez and caitlin hughes.  goodnight!","today was alot of fun. i love my family ,sammy hernandez and caitlin hughes. goodnight!",نیگەران
1751818969,نوێکارییەکانی جۆن مایر خۆشدەوێت. وە مۆدێلکردن لە ژێر خۆری گەرمدا... و ئارەقکردنەوە... jk. بەڵام بەجدی...,happiness,chubbilypanda,loves John Mayer's updates.  And modeling in the hot sun... and being sweaty... jk. But seriously...,loves John Mayer's updates. And modeling in the hot sun... and being sweaty... jk. But seriously...,بەختەوەر
1751819014,تازە لە دوشەکە هاتمە دەرەوە.. پیاو هەست بە باشی دەکەم..,relief,LM4U16,just got out of the shower.. man i feel good..,just got out of the shower.. man i feel good..,ئارام
1751819034,خۆشەویستەکەم تازە بلیتی american idol ی بۆ کڕیم,neutral,simplylizz,my boyfriend just bought me tickets to american idol,my boyfriend just bought me tickets to american idol,ئاسایی
1751819150,&quot;هەڕەشەی لێکردم، منیش پاڵپشتیم لێکرد، هیچمان نەبوو بیخۆین، بەڵام پێم وابوو پەیوەندییەک هەیە.&quot; شەوی فیلم.,fun,thejenncarroll,"&quot;She threatened me, I patronized her, we didn't have anything to eat, but I thought there was a connection.&quot;    Movie night.","&quot;She threatened me, I patronized her, we didn't have anything to eat, but I thought there was a connection.&quot; Movie night.",خۆشی
1751819188,زۆر جوانە. شەو شاد,love,DisneyLuis,@Harley_Dude Very nice. Good night,Very nice. Good night,خۆشەویستی
1751819211,دایکم دەلەرزێت.,love,brightrayofsun,my Mom rocks.,my Mom rocks.,خۆشەویستی
1751819253,Up and at'm خۆم ئامادە دەکەم بۆ کار,neutral,cheergod2002,Up and at'm   getting ready for work,Up and at'm getting ready for work,ئاسایی
1751819262,Doin the Damn Thing لێرە لە خەستەخانە..باوت بۆ سەیرکردنی ستار ترێک... بەڵێ,happiness,BIZZLEBONE,Doin the Damn Thing Here at the Crib..Bout to Watch Star Trek... Yup,Doin the Damn Thing Here at the Crib..Bout to Watch Star Trek... Yup,بەختەوەر
1751819285,چی! ئەوە گوناهە!,surprise,1Kali3,@littlereddr WHAT! That's a sin!,WHAT! That's a sin!,سوپرایز
1751819343,لە ڕاستیدا ئەم کابرایەی تر هەبوو کە پێم وابوو نایزانم بەڵام دەردەکەوێت کە من لە ئاهەنگێکی پێشووەوە دەمزانی...,surprise,sweetdreamer,@tldavidson Actually there was this other guy I thought I didn't know but turns out I DID know from a previous party...,Actually there was this other guy I thought I didn't know but turns out I DID know from a previous party...,سوپرایز
1751819349,ئای بەڵێ ئەو IS! .. پێویستە بیبینیت کاتێک بەڕاستی دەست دەکات بە ڕۆشتن! خخخ .. گرنگی پێنادات کێ حەزی لێی نییە heheheheh GREAT!,happiness,AncientSoul,@Teresamerica oh yeah he IS!  .. you should see him when he REALLY gets going! LOL .. doesn't care WHO doesn't like it heheheheh GREAT!,oh yeah he IS! .. you should see him when he REALLY gets going! LOL .. doesn't care WHO doesn't like it heheheheh GREAT!,بەختەوەر
1751819380,گۆرانییەکی تەواو!,love,PrincessBoddi,@TheLonely perfect song!,perfect song!,خۆشەویستی
1751819425,نا، ئەوان باشتر دەردەکەون بەڵام من سەرەوەکان بە ناوی لاتینی ناوزەد دەکەم و تەنها بەو شێوەیە دەستیان پێدەگات... پێویست ناکات هیچ شتێک بگۆڕم!,neutral,serenete,"@equivocality nah, they look better  but i label the tops with the latin names and only access them that way... no need to turn anything!","nah, they look better but i label the tops with the latin names and only access them that way... no need to turn anything!",ئاسایی
1751819433,ڕەنگە...بۆچی نا!,love,kareberrie,@kimberlyhopkins probably...why not!,probably...why not!,خۆشەویستی
1751819434,هیهی، چۆن زانیت باسی کێ دەکەم؟,empty,UglyGerbil,"@yoboseiyo Heehee, how did you know who I was talking about?","Heehee, how did you know who I was talking about?",بەتاڵ
1751819526,پ.س. من دڵم دەموچاوت,worry,clarlune,@andylevy p.s. i heart your face,p.s. i heart your face,نیگەران
1751819559,یاری Ghost Online بەڕاستی سەرنجڕاکێشە. نوێکارییە نوێیەکان بریتین لە Kirin pet و Metamorph بۆ کاری سێیەم. ناتوانم چاوەڕێ بکەم تا ئاژەڵێکی ماڵی ئەژدیهام هەبێت,fun,khiyari,Playing Ghost Online is really interesting. The new updates are Kirin pet and Metamorph for third job.  Can't wait to have a dragon pet,Playing Ghost Online is really interesting. The new updates are Kirin pet and Metamorph for third job. Can't wait to have a dragon pet,خۆشی
1751819669,من تازە باخچەیەکم لە حەوشەی ماڵەکەمدا چاند,sadness,stiinasteen,I jus planted a garden in my backyard,I jus planted a garden in my backyard,دڵتەنگ
1751819688,پیکشای نوێ! ئەگەر بەڕاستی گەورە بێت ئەوا شیرین دەردەکەوێت! YAAAY!,fun,MarisaRAWR,New pickkshaa! If it's really big then it looks MILKY!  YAAAY!,New pickkshaa! If it's really big then it looks MILKY! YAAAY!,خۆشی
1751819700,من تەنها مەعکەرۆنیم لە پیتزاهوت خواردەوە.,relief,thabrinablaithe,@orphanth i just had pasta  from pizzahut.,i just had pasta from pizzahut.,ئارام
1751819719,ڕۆژی لەدایکبوونی منیش بەڵام 10ی ئایار ئێستا بۆ من.. و ڕەنگە 9 بۆ تۆ.. بەهەر حاڵ ڕۆژی لەدایکبوونت پیرۆز بێت,love,gcaat,@wethedan its my birthday too  but its the 10th of may right now for me.. and its probably the 9th for you.. happy birthday anyway,its my birthday too but its the 10th of may right now for me.. and its probably the 9th for you.. happy birthday anyway,خۆشەویستی
1751819735,ئەمڕۆ درێژترین ڕۆژ بووە تا ئێستا! دەچم بۆ خەوتن.. سبەی بەرەو کەنار دەریا شەوتان باش تویتەر,neutral,Denise_Ramirez,today has been the longest day EVER! going to sleep.. beach bound tomorrow  good night twitter,today has been the longest day EVER! going to sleep.. beach bound tomorrow good night twitter,ئاسایی
1751819737,OHSHNAPSSS. ئایا وەک هەمیشە لە بلێر توڕە بووە ؟ هاهاه. &amp; بەڵێ، من کولێرە دەکوڵێنم,fun,lindaliuser,"@10veisonitsway OHSHNAPSSS. is she pissed at blair as usual ? hahah. &amp; yeeeah, i bake cookies","OHSHNAPSSS. is she pissed at blair as usual ? hahah. &amp; yeeeah, i bake cookies",خۆشی
1751819758,http://twitpic.com/4wb52 - منداڵێکی وەها جوان!,love,DanaDodd,@mattlogelin http://twitpic.com/4wb52 - Such a pretty baby!,http://twitpic.com/4wb52 - Such a pretty baby!,خۆشەویستی
1751819762,سڵاو بە کێ بڵێین و شوت بۆ کێ بکڕم. وای. ج.ک.,neutral,Frank_Whyte,@ChiefEditor4SAU Who To Say Hi To And Who To Buy A Shot To. Lol. Jk.,Who To Say Hi To And Who To Buy A Shot To. Lol. Jk.,ئاسایی
1751819782,ئەوی ئێستا هەتە,neutral,carmelax,@honestlyx21 the one you have now,the one you have now,ئاسایی
1751819811,ئای یاه ئەو و فریشتە هات و هەراسانیان کردم و هەوڵیان دا لە ماڵەکەمدا بشکێن!! خخخخ بێرگن,empty,MeghanMaxwell,oh yah her and angel came and harrassed me and tried to break in my house!! lol  Burgen,oh yah her and angel came and harrassed me and tried to break in my house!! lol Burgen,بەتاڵ
1751819859,&amp;، دڵنیام دایکم خواردنی باشی زیاتری دەبێت کە لە ماڵەوە چاوەڕێت دەکات. چێژ لە جێگەی باشی ole &amp; ژووری خۆت کە هاوژووری تێدا نەبێت.,love,janellethorsen,"@eritchardson  &amp;, i'm sure mom'll have more good food waiting for you at home.  enjoy the good ole bed &amp; your OWN room with no roommates.","&amp;, i'm sure mom'll have more good food waiting for you at home. enjoy the good ole bed &amp; your OWN room with no roommates.",خۆشەویستی
1751819875,hola Mari. رۆژی دایکان پیرۆز بێت! چێژ لە خێزان و کەنار دەریا وەربگرە,love,octavianasrCNN,@mariramos hola Mari. Happy Mother's Day! Enjoy the family and the beach,hola Mari. Happy Mother's Day! Enjoy the family and the beach,خۆشەویستی
1751819878,ناتوانم چاوەڕێ بکەم سبەی کوڕەکەم ببینم,love,honey_dew2010,Cant wait to see my boy tomorrow,Cant wait to see my boy tomorrow,خۆشەویستی
1751819879,سەیرکردنی جوانی &amp; دڕندەکە هاها,happiness,miicaelaa,watching beauty &amp; the beast  haha,watching beauty &amp; the beast haha,بەختەوەر
1751819912,سوپاس بۆ هاوڕێ باشەکان کە هاتنە دەرەوە و کۆبوونەوە و گوێچکەمان بوون لەوێ دەرەوە، دەزانیت تۆ کێیت,happiness,SWIGmusic,"Thanks to good friends for coming out, hanging out and being our ears out there, you know who you are","Thanks to good friends for coming out, hanging out and being our ears out there, you know who you are",بەختەوەر
1751819922,پێویستە کانزایەک بەدەست بهێنم بۆ ئەوەی ئەم بەیانییە بۆ کارکردن...,relief,eringwin,I should get a metal for making it to work this morning...,I should get a metal for making it to work this morning...,ئارام
1751819987,ناوازە! چ جۆرێک?,happiness,julie_luv,@justinphillip. Awesome!  what kind?,Awesome! what kind?,بەختەوەر
1751819996,‌هێمای کوژانەوە. سبەی ڕۆژی دایکم.,love,MatchboxGinny,Signing off. Mom's day tomorrow.,Signing off. Mom's day tomorrow.,خۆشەویستی
1751820000,بردنەوەیەکی خۆش لەلایەن دۆجرزەوە، 8-0 لە جاینتس,happiness,azapata007,"Nice win by the Dodgers, 8-0 over Giants","Nice win by the Dodgers, 8-0 over Giants",بەختەوەر
1751820024,SNL ئەمشەو زۆر نایاب دەبێت,fun,penguinsfan,SNL is gonna be great tonight,SNL is gonna be great tonight,خۆشی
1751820107,Parrrtty!..یاریکردنی twister و سەرخۆش بوون!...باشە هەموو کەسێکی تر خخخخ,happiness,AnglCake17,Parrrtty!..Playing twister and getting tipsy!...well everyone else is lol,Parrrtty!..Playing twister and getting tipsy!...well everyone else is lol,بەختەوەر
1751820134,whoohoo! تەنها چووم بۆ وەرگرتنی فیلم و خواردنی بێسوود ئەو شەوی ژنانە mwahaha &gt;,happiness,DolledUpDal,whoohoo! just went to get movies and junk food  its a womens night mwahaha &gt;,whoohoo! just went to get movies and junk food its a womens night mwahaha &gt;,بەختەوەر
1751820182,ئم ئەوە بەڕاستی ترسناکە، تکایە سەلامەت بن! Btw نەخۆش هەفتەی داهاتوو لە ئۆرلاندۆ دەبێت,worry,brandeelamb,"@govinda108 um that's really scary, please be safe!  Btw ill be in orlando next week","um that's really scary, please be safe! Btw ill be in orlando next week",نیگەران
1751820255,Delish serendipity3,empty,morty1978,Delish  serendipity3,Delish serendipity3,بەتاڵ
1751820258,*فۆڵۆو دەکات*,surprise,feikoi,@Blue_Rose   *follows back*,*follows back*,سوپرایز
1751820270,تێگەیشتم? باش. رۆژی دایکان پیرۆز بێت!,happiness,personar,got it? good. HAPPY MOTHERS DAY!,got it? good. HAPPY MOTHERS DAY!,بەختەوەر
1751820345,ها... بە تەواوی بڕۆ بۆ ئەوە. تۆ پسپۆڕی ڕۆژنامەگەریت، بۆیە گونجاوترینە.,happiness,bsoler,"@JanieceLincoln Ha... Totally go for it. You're a journalism major, so it's a perfect fit.","Ha... Totally go for it. You're a journalism major, so it's a perfect fit.",بەختەوەر
1751820381,ناتوانم چاوەڕێ بکەم، تۆ &amp; کەتی هەمیشە بە هەندێک لە باشترین چاوپێکەوتنەکان کۆتایی دێت..,worry,leatron,"@karleigh Can't wait, you &amp; Katie always end up with some of the best interviews..","Can't wait, you &amp; Katie always end up with some of the best interviews..",نیگەران
1751820514,پێم وایە ئەگەر من کیرک بوومایە، ڕەنگە ئەو سواربوونە شیرینەم لە تۆش بدزیبا. فەنسی لە تەلەفۆنی ئۆتۆمبێل یا قسە لە ڕێگەی جی جی.,neutral,DBWyld,"@greggrunberg I think if I was Kirk, I would have probably stolen that sweet ride from you too.  Fancy in car phone ya talk through GG.","I think if I was Kirk, I would have probably stolen that sweet ride from you too. Fancy in car phone ya talk through GG.",ئاسایی
1751820556,هەرچەندە دەبێت دان بەوەدا بنێم کە پێدەچێت کەمتر &amp; کەمتر وەسوەسە. کێ کاتی هەیە، لە کاتێکدا پاکێجی تەواوتر هەیە کە دەبێت هەتبێت؟,hate,bexmith,"@etniqminerals though I have to admit that seems less &amp; less tempting. who has time, when there are more complete packages to be had?","though I have to admit that seems less &amp; less tempting. who has time, when there are more complete packages to be had?",ڕق
1751820626,سبەی ڕۆژی دایکە. هیوادارم هەمووان شتێکی نایابیان بۆ دایکی خۆیان دەستکەوتبێت...یان لانیکەم پەیوەندی بکەن بۆ ئەوەی سڵاو بکەن,love,steveHNH,Tomorrow is Mother's Day. I hope everybody got their mom something awesome...or at least calls to say hello,Tomorrow is Mother's Day. I hope everybody got their mom something awesome...or at least calls to say hello,خۆشەویستی
1751820635,کۆشکی سپی? ئەم شتە ڕزگارکەرێکی ژیانە: http://snipurl.com/hkuj9,neutral,PandaBone,White House?  This thing's a lifesaver: http://snipurl.com/hkuj9,White House? This thing's a lifesaver: http://snipurl.com/hkuj9,ئاسایی
1751820683,نەخێر هێشتا نییە. بەڵام دەبێت لەم یەکە دەربچین پێش ئەوەی دابخەین. ئەم هەفتەیە لە هەمان ڕۆژدا لە هەردووکیان دادەخەین,worry,ambersmart,@jt nope not yet. but we have to be out of this one before we close. we are closing on both the same day this week,nope not yet. but we have to be out of this one before we close. we are closing on both the same day this week,نیگەران
1751820727,لە ماڵی حەوشە,neutral,MarjorieHdez,at the yard house,at the yard house,ئاسایی
1751820731,ئەمڕۆ پڕ لە ڕووداو بوو...,relief,emily_larsen,Today was eventful...,Today was eventful...,ئارام
1751820768,هەندێک جار ڕقم لە خۆمە، بەڵام ئەوە ئاساییە بۆیە خەمی ئەوەم نییە,hate,Azul_Azul,"Sometimes I hate myself, but that's normal so I don't worry bout it","Sometimes I hate myself, but that's normal so I don't worry bout it",ڕق
1751820823,لەگەڵ خۆت بمبە!!! بەهیوای کاتێکی خۆش!,happiness,AmandaPaigeW,@alidg take me with you!!!  Have fun!,take me with you!!! Have fun!,بەختەوەر
1751820832,ویلی جادووگەری پینبۆڵە. #کانۆکەکان,neutral,blue_raven,@shoot4the5hole Welly's the Pinball Wizard.  #canucks,Welly's the Pinball Wizard. #canucks,ئاسایی
1751820857,سەیرکردنی One Fine Day لەکاتی خواردنی دانەوێڵەکەمدا. یەکشەممەیەکی باش بە فیلمێکی باش دەست پێ بکە,happiness,zipitjezebel,Watching One Fine Day while eating my cereal. Start a good sunday with a good movie,Watching One Fine Day while eating my cereal. Start a good sunday with a good movie,بەختەوەر
1751820929,فۆڵۆوکردنی هەوادارانی تری #سەنکچەری نوێ! سەرسوڕهێنەرەکانی #یەکشەممەی پیرۆز ببینە !!! باشە کە هەمووتانم ناسی!,fun,RenaissanceAsh,Following new other #sanctuary fans! See the wonders of #SanctuarySunday !!!  good to meet you all!,Following new other #sanctuary fans! See the wonders of #SanctuarySunday !!! good to meet you all!,خۆشی
1751820955,- سوپاس! زۆر باش دەبێت ... و تەنانەت باشترە هەر کە ئەو جزدانەم لە دەستە بچووکە پیسەکانمدا هات! وای,neutral,NenetteAM,@daysgoby - thanks!  it'll be great    ... and even better as soon as I get that wallet in my grubby little hands!  lol,- thanks! it'll be great ... and even better as soon as I get that wallet in my grubby little hands! lol,ئاسایی
