,Header,Article,Link,Image
804,کەشناسی هەرێم وادەی کۆتاییهاتنی خۆڵبارینەکەی راگەیاند,"خه‌ندان-
بەڕێوەبەرایەتی کەشناسی و بومەلەرزەزانی هەرێمی کوردستان رایگەیاند، بەهۆی ئەو شەپۆلی خۆڵبارینەی ناوچە جیاجیاکانی هەرێمی گرتۆتەوە، مەودای بینین بەڕێژەیەکی بەرچاو کەمبوەتەوە، پێشبینیشدەکرێت لەماوەی چەند کاتژمێری داهاتودا کاریگەری شەپۆلەکە کەم ببێتەوە.

بەڕێوەبەرایەتی کەشناسی و بومەلەرزەزانی لەڕاگەیەندراوێکدا بڵاویکردەوە، ""لە ئەنجامی کاریگەری ئەو خۆڵبارینەی کە ڕوی لە ناوچەکەمان کردبو بۆ ئێستا مەودای بینین لە ناوچەکەمان روی لەکەمبونەوە کردوە، بەجۆرێک مەودای بینین لە هەولێر و ناوچەکانی دەوربەری  6-7 کیلۆمەتر، لە سلێمانی شەش کیلۆمەتر، لە دهۆک و زاخۆ  8-9 کیلۆمەتر، لە کەرکوک و دوزخورماتو و چەمچەماڵ لە نێوان 1 تا 4 کیلۆمەترە"".
کاریگەری خۆڵبارینەکە لە ماوەی چەند کاتژمێری داهاتو لەسەر ناوچەکەمان کەمدەبێتەوە

سەبارەت بەکۆتاییهاتنی ئەم شەپۆلی خۆڵبارینە، کەشناسی هەرێم باسی لەوەکردوە، ""پێشبینیدەکرێت کاریگەری خۆڵبارینەکە لە ماوەی چەند کاتژمێری داهاتو لەسەر ناوچەکەمان کەم ببێتەوە"".
 بەهۆی زیادبونی خێرایی با تۆز و خۆڵ بەرز دەبێتەوە

پێشتر بەڕێوەبەرایەتی کەشناسی و بومەلەرزەزانی هەرێم رایگەیاندبو، بەهۆی زیادبونی خێرایی با تۆز و خۆڵ بەرز دەبێتەوە، کە دەبێتە هۆی کەمبونەوەی مەودای بینین و خێرایی با چالاکتر دەبێت بۆ 30 کیلۆمەتر لە کاتژمێرێکدا و شەپۆلی خۆڵبارینەکە چڕ تر دەبێتەوە.

ئاماژەی بەوەشکردوە، پلەکانی گەرما  نزمدەبێت بە (1 تا 2) پلەی سیلیزی بەراورد بە تۆمارکراوی رۆژی پێشو، لەکاتەکانی شەودا پلەکانی گەرما بە (4 تا 6) پلەی سیلیزی نزمتر دەبێت بە بەراورد لەگەڵ رۆژی پێشوتر.",https://www.xendan.org/detailnews/164748,https://wenakan.xendan.org/root/root/images/151352023_06444444444444562435234.jpg
805,ژاپۆن بە بەهای 40 ملیۆن دۆلار هاوکاری کێیڤ دەکات,"خه‌ندان-
ئاژانسی وزەی ئۆكرانیا رایگەیاند، لەلایەن ئاژانسی وزەی نێودەوڵەتی ژاپۆنەوە بەبڕی 40 ملیۆن دۆلار لەبواری وزە هاوکاری وڵاتەكەیان دەكرێت، تاوەكو ساڵی 2025یش هاوكاریەكان بەردەوام دەبن.

ئاژانسی وزەی ئۆکرانیا لەراگەیەندراوێکدا بڵاویکردەوە، لەچوارچێوەی هاوکاریە بەردەوامەکانی ژاپۆن بۆ ئۆكرانیا، بەبڕی 40 ملیۆن دۆلار ئەو وڵاتە هاوکاری و پێداویستی وزەی کارەبا بۆ كیێڤ دابیندەكات.
ئەم هاوکاریانەی ژاپۆن تاساڵی 2025 درێژەیان دەبێت

سەبارەت بەماوەی هاوكاریەكانی ژاپۆن بۆ ئۆكرانیا، ئاژانسی وزەی ئۆكرانیا ئاشكرایكردوە، ئەم هاوکاریانەی ژاپۆن تاساڵی 2025 درێژەیان دەبێت.
لە مانگی (ئازار/3)ی 2023، ئۆکرانیا ڕێککەوتنێکی هاوکاری لەگەڵ ژاپۆن واژۆكرد

لە مانگی (ئازار/3)ی 2023، ئۆکرانیا ڕێککەوتنێکی هاوکاری لەگەڵ ژاپۆن واژۆكرد، بۆ دابینکردنی پێداویستیە فریاگوزاریەکان بە بەهای  170 ملیۆن دۆلار واژۆکرد.

ئەوەش لەکاتێکدایە ئۆکرانیا تائێستا زیاتر لە 30 مۆلیدەی لە کۆمپانیا جیاوازەکانەوە وەرگرتوە، کە بەمیکانیزمێکی سەلامەتی بۆ وێستگە لاوەکیەکان دەدەنرێن لەئەگەری چڕكردنەوەی بۆردومان و ئۆپراسیۆنەکانی روسیا.

زیاتر لەساڵێکە روسیا ئۆپراسیۆنێکی سەربازی بۆسەر ئۆکرانیا دەستپێکردوەو جگەلە زیانێکی گیانی و مادی زۆر، تۆڕی کارەبای ئۆکرانیا لەبەشێکی وڵاتەکە زیانی گەورەی بەرکەوتوە.",https://www.xendan.org/detailnews/164747,https://wenakan.xendan.org/root/root/images/151352023_96786785555555555555345345.jpg
806,نەخۆشی تای خوێنبەربون لە عێراق ئاستێکی بەرزی تۆمارکرد,"خه‌ندان-

وەزارەتی تەندروستی عێراق رایگەیاند، لەسەرەتای ئەمساڵەوە تائێستا 95 حاڵەتی نەخۆشی تای خوێنبەربون تۆماركراون، لەو رێژەیەش 13 کەسیان بەهۆی نەخۆشیەكەوە گیانیان لەدەستداوە.

سەیف بەدر وتەبێژی وەزارەتی تەندروستی عێراق لەراگەیاندراوێکدا بڵاویکردەوە، نەخۆشی تای خوێنبەربون لە پارێزگاکانی عێراقدا ئاستێکی بەرزی تۆمارکردوە.
لە پارێزگای زیقار 28 حاڵەتی نەخۆشی تای خوێنبەربون تۆمارکراون
وتیشی، ""لە پارێزگای زیقار 28 حاڵەتی نەخۆشی تای خوێنبەربون تۆمارکراون، لە پارێزگای بەسرەش 16 کەس و لە هەریەکە لە پاریزگای میسان و نەجەفیش هەشت کەس توشی نەخۆشیەکە بون، لە موسەنا شەش کەس ولە رەسافەی بەغدایش پێنج کەسی دیکە هەڵگری نەخۆشی تای خوێنبەربونن"".
لە پارێزگای سەلاحەدین پێنج کەس  توشی نەخۆشی تای خوێنبەربون بون
ئاماژەی بەوەشكردوە، ""لە پارێزگای سەلاحەدین پێنج کەس و لە ناوچەی کەرخی بەغدایش چوار کەس توشی نەخۆشی تای خوێنبەربون بون"".

وتەبێژی وەزارەتی تەندروستی سەبارەت بە گیانلەدەستدان بەنەخۆشیەکە ئاشكرایكرد، ""شەش کەس لە پارێزگای زیقار گیانیان لەدەستداوە و لە هەریەک لە بەغدا، موسەنا دیوانیە، دیالەو کەربەلا یەک کەس گیانیان لەدەستداوە"".

ئەوەش لەکاتێکدایە ئەو کەسانەی توشی نەخۆشیەکە دەبن ئاژەڵدارن یاخود فرۆشیاری گۆشتن، یان ئەو کەسانەن لەگەڵ بەرهەمەکانی گۆشتی ئاژەڵ مامەڵە دەکەن.

تای خوێنبەربون، پەتایەكی ڤایرۆسییە، بەهۆی تێكەڵاوبون و لەڕێی ئاژەڵ و مێش و مەگەزەوە بۆ مرۆڤ دەگوازرێتەوە، هەروەها لە مرۆڤەوە بۆ مرۆڤیش دەگوازرێتەوە.

نیشانەكانی تای خوێنبەربون بریتین لە دڵ تێكهەڵاتن و رشانەوە، لەگەڵ ئازاری جومگەكان، سكچون، تا، هیلاكی و لاوازی، هەروەها چەند نیشانەیەكی نەخۆشییەكە دەریدەخات كە مەترسی لەسەر ژیانی توشبوەكە هەیە، لەوانە خوێنبەربونی ژێر پێست، دروستبونی كێشە لە دەماغ، بێهۆشبون، لەكاركەوتنی گورچیلە، دروستبونی كێشەی هەناسەدان و لەكاركەوتنی جگەر، ئەوەش بەپێی وەزارەتی تەدروستیی و رێكخراوی تەندروستیی جیهانی.",https://www.xendan.org/detailnews/164746,https://wenakan.xendan.org/root/root/images/151352023_987656465756457675765686867878.jpg
807,شارەزایەکی بواری نەوت ئەگەرەکانی بەردەم هەناردەی نەوتی هەرێم ئاشکرادەکات,"خه‌ندان-

بەهجەت ئەحمەد، ڕاوێژکاری مەکتەبی ڕاگەیاندنی یەکێتی بۆ کاروباری وزە رایدەگەیەنێت، ئەمڕۆ حکومەتی تورکیا وەڵامی داواکاریەکەی عێراقی سەبارەت بەدەستپێکردنەوەی هەناردەی نەوتی هەرێمی کوردستان نەدایەوە و دەشڵێت، ""ئەگەر پارتی دەسەڵاتدار لەهەڵبژاردنەکان سەربکەوێت، مەرجی تورکیا لەسەر عێراق قورس دەبێت، ئەگەر ئۆپۆزسیۆنیش سەرکەوتوبێت بەڕێکەوتنی نوێ هەناردەی نەوت دەستپێدەکاتەوە"".

بەهجەت ئەحمەد لەهەژماری تایبەتی خۆی لەتۆڕی کۆمەڵایەتی فەیسبوک نوسیویەتی، ""ئەمڕۆ هەناردەکردنەوەی نەوتی هەرێم لە رێگەی تورکیاوە ئەنجامنەدرا، تورکیا وەڵامی داواکاریەکەی عێراقی نەدایەوە، پێشتریش راگەیەندرا شاندێکی هاوبەشی عێراق و هەرێم دەچنە تورکیا بۆ رێکەوتن و دوبارە هەناردەکردنەوەی نەوتی هەرێم بەڵام ئەویش بێ ئەنجامبو"".تا دوای هەلبژاردنی تورکیا هەناردەکردنەوەی نەوتی هەرێم دەستپێناکاتەوە
ئاماژەی بەوەشکردوە، ""تا دوای هەلبژاردنی تورکیا هەناردەکردنەوەی نەوتی هەرێم دەستپێناکاتەوە، دوای هەڵبژاردنی تورکیا لە سبەینێ یەکشەممە، ئەگەر حزبی دەسەڵاتدار سەرکەوتنی بەدەستهێنا کە ئەگەری سەرکەوتنی کەمە بەپێی راپرسیەکان، مەرجی حکومەتی تورکیا قورس دەبێت، کاتێک رێگە بە هەناردەکردنی نەوتی هەرێم دەدرێت کە خاڵەکانی رێکەوتنی 50 ساڵی تایبەت بە فرۆشتنی نەوت بە نرخی هەرزان هاوشێوەی ساڵانی رابردو، هەروەها هەرێمی کوردستان بەرپرسیارێتی قەرەبوەکەی بڕیاری دادگای نێودەولەتی پاریس بگرێتە ئەستۆ"".دوای ئەوەی رێکەوتن لەسەر داواکەی عێراق دەکرێت، رێگە بە هەناردەکردنەوەی نەوتی هەرێم و عێراق لەرێگەی تورکیاوە دەدرێت
دەشڵێت، ""ئەنجامدانی رێکەوتن لەگەڵ حکومەتی عێراق تایبەت بە داواکەی عێراق سەبارەت بەو زیانانەی بەر عێراق کەوتوە لە ساڵی 2018 تا 2023، پاشان رێگە بە هەناردەکردنەوەی نەوتی هەرێم و عێراق لەرێگەی تورکیاوە دەدرێت"".ئەگەر ئۆپۆزسیۆن سەرکەوتو بو، نەوتی هەرێم بە رێکەوتنێکی نوێ هەناردەدەکرێتەوە 
ئەوەشیخستەڕو، ئەگەر ئۆپۆزسیۆن دەسەڵاتی گرتە دەست، ئەگەرێکی زیاترە وەک لە راپرسیەکان ئاشکرا کراوە، نەوتی هەرێم بە رێکەوتنێکی نوێ هەناردەدەکرێتەوە و چەندین کەس لە تورکیا بەهۆی تێوەگلان لە گەندەڵی دۆسیەی نەوتی هەرێم دەدرێنە دادگا، کارتێکی سیاسی بەهێز دەبێت بۆ داهاتوی سیاسی ئەو حزبانە"".

پێشتریش، حەیان عەبدولغەنی جێگری سەرۆک وەزیران بۆ کاروباری وزە و وەزیری نەوتی عێراق رایگەیاند، رۆژی شەممە 13ی (ئایار/5) هەناردەی نەوتی هەرێمی کوردستان لەڕێگەی کۆمپانیای بەبازاڕکردنی نیشتمانی (سۆمۆ) بۆ بەندەری جەیهانی تورکی دەستپێدەکاتەوە.",https://www.xendan.org/detailnews/164745,https://wenakan.xendan.org/root/root/images/151352023_99999999546456234234234.jpg
808,بودجەی هەڵبژاردنی ئەنجومەنی پارێزگاکان ئاشکرادەکرێت,"خه‌ندان-
نەبیل مەسرومی پسپۆڕی ئابوری ئەمڕۆ شەممە رایگەیاند، لە چوارچێوەی بودجەی ساڵی 2023 بڕی 345 ملیار دینار بۆ هەڵبژاردنی ئەنجومەنی پارێزگاکان تەرخانکراوە، لەکاتێکدا ئەو ئەنجومەنانە پێشتر لەڕوی ئابوری و خزمەتگوزاریەوە شکستیانهێناوە.

نەبیل مەسرومی لە لێدوانێکی رۆژنامەوانیدا رایگەیاند، خەرجییەکانی هەڵبژاردنی ئەنجومەنی پارێزگاکان لە بودجەی ساڵی 2023 بڕی 345 ملیار دینارە کە بڕیارە کۆتایی ئەمساڵ ئەنجامبدرێت.
ئەنجومەنی پارێزگاکان بە کردەیی شکستی خۆیان سەلماندوە و هیچ کارێکیان نەماوە

ئاماژەی بەوەشکرد، ""جگە لەموچەی ئەندامانی ئەنجومەنی پارێزگا، موچەی پاسەوانەکانیان، خەرجی سوتەمەنی و ئۆتۆمبێل و شتی تریش بەدوای خۆیدا دێن هەمویان بۆ خەرجدەکریچت، هەرچەندە ئەنجومەنی پارێزگاکان بە کردەیی شکستی خۆیان سەلماندوە و هیچ کارێکیان نەماوە"".
ئەو ئەنجومەنانە یەکێک بون لە هۆکارەکانی تێکچونی دۆخی ئابوری و خزمەتگوزاری لە عێراقدا

ئاماژەی بەوەشکرد، ئەو ئەنجومەنانە یەکێک بون لە هۆکارەکانی تێکچونی دۆخی ئابوری و خزمەتگوزاری لە عێراقدا، لەئێستاشدا عێراق ئامادەکاری دەکات بۆ پەسەندکردنی گەورەترین بودجە لە مێژوی خۆیدا، کە پێدەچێت بۆ ماوەی سێ ساڵ (2023-2024-2025) بێت، بە بەهای نزیکەی 200 ترلیۆن دینار کە دەکاتە 151 ملیار دۆلار.

لە ناوەڕاستی مانگی (ئازار/3)ی 2023 ئەنجومەنی نوێنەرانی عێراق ڕەشنوسی یاسای بودجەی ساڵی ئێستا و ساڵانی 2024 و 2025ی پێگەیشت.",https://www.xendan.org/detailnews/164744,https://wenakan.xendan.org/root/root/images/141352023_12222222878787777777777777777.jpg
809,ئەنجامی تاقیکردنەوەکانی پۆلی نۆی بنەرەتی راگەیەندرا,"خه‌ندان-

لیژنەی باڵای تاقیکردنەوە گشتیەکانی وەزارەتی پەروەردەی هەرێمی کوردستان، ئەنجامی تاقیكردنەوەی خوێندكارانی بۆ  پۆلی نۆیەمی بنەرەتی بڵاوكردەوە و بەگوێرەی ئەنجامەكانیش، خوێندكاران لەئێستاوە دەتوانن ئەنجامەكانیان وەربگرنەوە.

لە راگەیاندراوێکدا لیژنەی باڵای تاقیکردنەوە گشتیەکان بڵاویکردەوە، لە ئێستادا خوێندکارانی پۆلی نۆیەمی بنەرەتی لەرێگای ماڵپەڕی ئەزمونەکانەوە دەتوانن ئەنجامی تاقیکردنەوەکانیان وەربگرنەوە.

لینكی ئەنجامی تاقیكردنەوەكان:",https://www.xendan.org/detailnews/164743,https://wenakan.xendan.org/root/root/images/201352023_17592021_111362021_323223020202020212121245.jpg
810,لەمەودوا مامەڵە بازرگانیەکان و کڕین و فرۆشتنی ئۆتۆمبێل بەدینار دەبێت.. رێکاری نوێ گیرایەبەر,"خه‌ندان-
عەبدولئەمیر شەمەری وەزیری ناوخۆی عێراق ئەمڕۆ شەممە، ڕێنمایییەکی سەبارەت بە مامەڵەکردن بە دۆلار لە بازاڕە ناوخۆییەکان لە دو پارێزگا دەرکرد، هاوکات بەڕێوەبەرایەتی تاوانی ڕێکخراو هەڵمەتێکێکی بۆ بڵاوکردنەوەی ڕێنماییەکان دەستپێکرد.

جەمالەدین عەبدولڕەزاق بەڕێوبەری بەشی تاوانی ڕێکخراو لەوەزارەتی ناوخۆ رایگەیاند، لەژێر ڕێنمایی وەزیری ناوخۆدایە بەمەبەستی بەدواداچون بۆ نرخەکان لە بازاڕە ناوخۆییەکان و پێشانگاکانی ئۆتۆمبێل، بڕیاردرا ڕێگری بکرێت لە مامەڵەکردن بە کڕین و فرۆشتن بە دۆلاری ئەمریکی و پابەندبون بە دراوی ناوخۆیی بە تایبەتی لە شاری سامەرا لە پارێزگای سەڵاحەدین.
تیمەکان گەڕان و بەدواداچونیان ئەنجامدا بەمەبەستی وەرگرتنی بەڵێننامە لە بازرگانان و خاوەن پێشانگاکانی ئۆتۆمبێل

ئاماژەی بەوەشکرد، تیمەکان گەڕان و بەدواداچونیان ئەنجامدا بەمەبەستی وەرگرتنی بەڵێننامە لە بازرگانان و خاوەن پێشانگاکانی ئۆتۆمبێل بۆئەوەی مامەڵە بە دۆلار نەکەن، ئامانجی ئەم رێنماییەش بەرزکردنەوەی ئاستی دینارە بەرامبەر بە دۆلار، رێگریکردنە لە پێدانی دەرفەت بەو بازرگانانەی دەیانەوێت قەیران دروستبکەن.
بەڕێوەبەری بەشی تاوان بەڵێنیدا ڕێوشوێنی یاسایی بەرامبەر سەرپێچیکاران بگرێتەبەر

بەڕێوەبەری بەشی تاوان بەڵێنیدا ڕێوشوێنی یاسایی بەرامبەر سەرپێچیکاران بگرێتەبەر و پەڕاوی لێکۆڵینەوە تەواو بکات بۆئەوەی بیانخاتە بەردەم دەسەڵاتی دادوەری.

هاوکات، بەڕێوەبەرایەتی بەرەنگاربونەوەی تاوانی ڕێکخراو، لە بەغدای پایتەخت، هەڵمەتێکی هاوشێوەی ئەنجامدا و بەڵێنی لە خاوەن پێشانگا و کۆمپانیا بازرگانییەکان وەرگرت کە مامەڵە بە دۆلار نەکەن و پاڵپشتی دیناری عێراقی بکەن، لە بەرامبەردا خاوەن کۆمپانیا و پێشانگاکان ستایشی ئەم هەنگاوەیان کرد، وەک چۆن بەشدار دەبێت لە سەقامگیری نرخی دۆلار لە بازاڕە ناوخۆییەکان.",https://www.xendan.org/detailnews/164742,https://wenakan.xendan.org/root/root/images/141352023_000000000000000067567456456.jpg
811,هێلیکۆپتەرێك و فڕۆكەیەكی جەنگی روسیا كەوتنەخوارەوە,"خه‌ندان-

لە دو روداوی جیاوازدا ئەمڕۆ شەممە هێلیکۆپتەرێكی جۆری ئێم-8 و فڕۆكەیەكی جەنگی جۆری سوخو-34ی روسیا کەوتنەخوارەوە و بەوهۆیەوە دوکەس گیانیان لەدەستدا.

روسیا تودەی بڵاویكردەوە، بەهۆی کەوتنە خوارەوەی هێلیکۆپتەرێک لەناوچەی کلینتسی سەربە بریانسکی روسیا دوکەس گیانیان لەدەستداوە كە هێلیكۆپتەرەكە لەجۆری ئێم-8 بوە، تا ئێستاش زانیاری ورد لەبارەی ئەو هێلیكۆپتەرەوە نەزانراوە.
 فڕۆکەیەکی جەنگی جۆری سوخو-34 لە نزیک سنوری ئۆکرانیا کەوتە خوارەوە
هاوکات هەر ئەمرۆ شەممە، فڕۆکەیەکی جەنگی جۆری سوخو-34 لە نزیک سنوری ئۆکرانیا کەوتە خوارەوە و تائیشتاش دیار نییە کە ئایا فڕۆکەوانەکان توانیویانە ڕزگاریان بێت یاخود نا.

تا ئێستا روسیا هیچ رونكردنەوەیەكی فەرمی لەبارەی كەوتنەخوارەوەی ئەو هێلیكۆپتەر و فڕۆكە جەنگیە نەداوە، هیچ لایەنێكیش خستنەخوارەوەیانی پشتڕاست نەكردۆتەوە.",https://www.xendan.org/detailnews/164741,https://wenakan.xendan.org/root/root/images/131352023_423234444444444.jpg
812,,,https://www.xendan.org/detailnews/164740,https://wenakan.xendan.org/root/
813,رێنمایی نوێ بۆ گەشتەكانی هەرێمی كوردستان و ئێران دەرچو,"خه‌ندان-
 
هێڵی ئاسمانی ماهان ئەیر رایگەیاند، بڕیاردراوە بە هەڵگرتنی پشكنینی كۆرۆنا و كارتی ڤاكسین بۆ ئەو كەسانەی دەیانەوێت لە هەریەك لە فڕۆكەخانەكانی هەولێر، سلێمانی و كەركوكەوە گەشتی تارانی پایتەختی ئێران بكەن.

هێڵی ئاسمانی ماهان ئەیر لە ئاگادارینامەیەكدا بڵاویكردەوە، ""ئاگاداری سەرجەم ئه‌و گەشتیارانه‌ ده‌كاته‌وه‌ كه‌ گەشت دەکەن لەسەر هێڵی ماهان ئەیر لە فڕۆکەخانەی نێودەوڵەتی (هەولێر-سلێمانی-کەرکوك) بۆ تاران"".
 بڕیارەكە لە ئەمڕۆ 13ی (ئایار/5)ی 2023ەوە جێبەجێدەكرێت

ئاماژەی بەوەشكردوە، بڕیارەكە لە ئەمڕۆ 13ی (ئایار/5)ی 2023ەوە جێبەجێدەكرێت، هاوڵاتی عێراقی لە کاتی گەشتکردن لەسەر هێڵی ئاسمانی ماهان ئەیر بۆ ئێران، 1. پێویست بە ڤیزە ناکات، هیچ مۆرێك لەسەر پاسپۆرت نادرێت.

پێشتر هاوڵاتیان بۆ گەشتكردن بۆ دەرەوەی پێویستیان بە پشكنینی ڤایرۆسی كۆرۆنا یاخود كارتی ڤاكسین كە دو ژەم ڤاكسینی كۆرۆنای وەرگرتبێت هەبو، بۆئەو مەبەستەش بەشێك لەهاوڵاتیان لەدەروازە سنوریەكان یاخود لەفڕۆكەخانەكان و بنكەی تەندروستی ناوشارەكان پشكنینیان بۆ ئەنجامدەدرا.",https://www.xendan.org/detailnews/164739,https://wenakan.xendan.org/root/root/images/131352023_888888888888888867456456.jpg
814,,,https://www.xendan.org/detailnews/164737,https://wenakan.xendan.org/root/
815,خەڵاتی رێزلێنان دەدرێتە رۆژنامەنوسان,,https://www.xendan.org/detailnews/164738,
816,بێگەرد تاڵەبانی بۆ خەندان: بەرهەمهێنان لە کێڵگە پەلەوەریەکان لە ئاستێکی زۆر باشدایە,,https://www.xendan.org/detailnews/164736,
817,"تۆمەتبارێکی ""مەترسیدار"" لە کەرکوک دەستگیرکرا","خه‌ندان-
شانەی راگەیاندنی سەربازی ئەمڕۆ شەممە رایگەیاند، هێزەکانی هەواڵگری سەربازی کەسێکیان بەتۆمەتی رفاندنی منداڵان و دەستدرێژکردنەسەریان دەستگیرکردوە.

شانەی راگەیاندنی سەربازی لەڕاگەیەندراوێکدا بڵاویکردەوە، بە پشتبەستن بە زانیارییە هەواڵگرییە وردەکان و ئەو سکاڵایانە کە لە خەڵکی ناحیەی مولتەقا گەیشتونەتە فیرقەی هەشتی سەر بە بەڕێوبەرایەتی هەواڵگری سەربازی، بە هاوکاری هەواڵگری و هێزێک لە لیوای 31، بۆسەیەکی توند لە گوندی ئەوبیتەر دانرا. 
تۆمەتبارێک بە تاوانی لەخشتەبردن و ڕفاندن و دەستدرێژیکردنە سەر منداڵان دەستگیرکرا

ئەوەشیخستەڕو، لە ئەنجامدا تۆمەتبارێک بە تاوانی لەخشتەبردن و ڕفاندن و دەستدرێژیکردنە سەر منداڵان لە ناحیەی مولتەقای سەر پارێزگای کەرکوک دەستگیرکرا.
ئەو تۆمەتبارە کە دەستگیرکراوە پەڕاوی لێکۆڵینەوەی بۆکراوەتەوە

ئاماژەی بەوەشکرد، ئەو تۆمەتبارە کە دەستگیرکراوە پەڕاوی لێکۆڵینەوەی بۆکراوەتەوە، رەوانەی دادگا دەکرێت بەمەبەستی وەرگرتنی سزای یاسایی ئەو تاوانانەی ئەنجامیداون.",https://www.xendan.org/detailnews/164735,https://wenakan.xendan.org/root/root/images/5452020_543213.jpg
818,"چوارچێوەی هەماهەنگی کۆبونەوەیەکی ""گرنگ"" ئەنجامدەدات","خه‌ندان-
سەرکردەیەکی چوارچێوەی هەماهەنگی ئەمڕۆ شەممە رایگەیاند، چوارچێوەکەکەیان لە کۆبونەوەی داهاتویدا لەگەڵ محەمەد شیاع سودان سەرۆک وەزیرانی عێراق ژمارەیەک دۆسیەی گرنگ تاوتوێدەکات کە یەکێک لەدۆسیەکان، گۆڕانکاری لەکابینەی حکومەت دەبێت.

تورکی عەتبی سەرکردە لە چوراچێوەی هەماهەنگی رایگەیاند، لەناوەڕاستی هەفتەی داهاتو چوراچێوەی هەماهەنگی کۆبونەوەیەکی گرنگ ئەنجامدەدات، بەئامادەبونی محەمەد شیاع سودانی سەرۆک وەزیران بۆ تاوتوێکردنی چوار دۆسیە کە یەکێکیان گۆڕانکاری چاوەڕوانکراوی وەزاری و بودجەی ساڵی 2023.
 یەکێک لە دۆسیەکان کەمکردنەوەی رێژەی کورتهێنانی بودجەی 2023یە

ئاماژەی بەوەشکرد، یەکێک لە دۆسیەکان کەمکردنەوەی رێژەی کورتهێنانی بودجەی 2023یە جگە لە دۆسیەی ئاو لە ژێر ڕۆشنایی ڕاپۆرتەکانی وەزارەتی سەرچاوەکانی ئاو سەبارەت بە دابەزینی ئاستی ئاوی کۆگاکانی بەنداوەکان.
 گۆڕانکاریەکە سێ وەزیر دەگرێتەوە بۆیە لەکۆبونەوەکەدا ئەوەش باسدەکرێت

ئەوەشیخستەڕو، گۆڕانکاریەکە سێ وەزیر دەگرێتەوە بۆیە لەکۆبونەوەکەدا ئەوەش باسدەکرێت، هەروەها بابەتی پێداچونەوە بەئاستی سەرجەم کاروبارەکانی کابینەکەی سودانی دەکرێت. 

تورکی عەتبی باسی لەوەشکرد، هەمو هێزەکانی چوارچێوەی هەماهەنگی پشتگیری لە بژاردەکانی گۆڕانکاری دەکەن بەپێی بنەمای هەڵسەنگاندنی هەمەلایەنە، کە نەرمی و دادپەروەری بە هەمو هەڵوێستەکان دەبەخشێت، تا ئێستاش ڤیتۆ لەسەر هیچ گۆڕانکارییەک لەلایەن هیچ لایەنێکی سیاسییەوە نییە"".",https://www.xendan.org/detailnews/164734,https://wenakan.xendan.org/root/root/images/131352023_45645644444444444456.jpg
